imdb_id,title,vote_average,vote_count,release_date,original_language,overview,popularity,genres,production_companies,release_year,cast,budget_crore,collection_crore,directors
tt91007405,Burning Border 287,8.2,729521,2021-10-11,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",76.29,Family,Red Chillies Entertainment,2006,Ram Charan,297.51,4332.45,Zoya Akhtar
tt91007406,Shadow Storm 331,7.8,17602,2024-05-07,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",87.08,Romance,Dharma Productions,2000,Ram Charan,30.68,124.56,Mani Ratnam
tt91007407,Burning Dream 222,6.0,43925,2018-05-15,ta,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",71.1,Mystery,Lyca Productions,2006,Hrithik Roshan,243.85,464.33,Kabir Khan
tt91007408,Dark Destiny 93,7.1,61838,2012-12-12,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",68.31,Romance,Red Chillies Entertainment,2021,Kiara Advani,116.43,279.81,Ayan Mukerji
tt91007409,Shadow Echo 563,3.9,6243,2023-11-12,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",34.35,Thriller,Excel Entertainment,2011,Alia Bhatt,203.82,51.35,Vetrimaaran
tt91007410,Golden Code 452,6.4,17837,2013-07-14,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",67.77,Sci-Fi,Lyca Productions,2002,Kiara Advani,124.87,152.16,Trivikram Srinivas
tt91007411,Sacred Destiny 276,5.4,35633,2022-09-05,te,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",63.43,Drama,Mythri Movie Makers,2023,Salman Khan,196.92,174.75,Lokesh Kanagaraj
tt91007412,Eternal Promise 526,7.4,557435,2010-08-24,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",78.89,Family,Hombale Films,2015,Yash,525.15,3018.03,Rohit Shetty
tt91007413,Golden Promise 516,7.5,89289,2026-11-12,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",74.65,Comedy,Red Chillies Entertainment,2007,Allu Arjun,156.24,389.58,Sukumar
tt91007414,Hidden Dream 249,4.9,53517,2014-08-29,te,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",51.87,Drama,Dharma Productions,2000,Salman Khan,358.9,295.7,Ayan Mukerji
tt91007415,Dark Border 180,8.3,126816,2015-11-04,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",91.34,Adventure,Dharma Productions,2005,Prabhas,236.29,742.37,T. J. Gnanavel
tt91007416,Royal Promise 308,4.5,13248,2005-05-03,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",44.31,Action,Lyca Productions,2013,Hrithik Roshan,157.05,116.27,Shankar
tt91007417,Eternal Legacy 238,4.4,59680,2014-03-05,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",49.96,Mystery,AGS Entertainment,2010,Ranbir Kapoor,405.93,260.7,Vikram Kumar
tt91007418,Last Legacy 914,5.0,21720,2016-01-29,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",57.46,Adventure,Excel Entertainment,2019,Ram Charan,254.6,128.53,Atlee
tt91007419,Golden Echo 596,4.9,30334,2019-09-30,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",58.35,Thriller,Sun Pictures,2009,Ranveer Singh,200.68,176.41,S. S. Rajamouli
tt91007420,Golden Echo 342,6.5,47568,2002-09-26,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",71.25,Family,Dharma Productions,2003,Aamir Khan,111.0,266.21,Trivikram Srinivas
tt91007421,Eternal Promise 586,5.9,12920,2020-09-07,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",51.56,Sci-Fi,Excel Entertainment,2015,Salman Khan,68.75,116.17,Priyadarshan
tt91007422,Broken Promise 499,7.3,234689,2016-01-10,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",83.23,Thriller,Lyca Productions,2000,Suriya,438.84,2297.13,S. S. Rajamouli
tt91007423,Burning Storm 980,8.1,324508,2026-03-05,ml,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",78.89,Crime,Sun Pictures,2022,Alia Bhatt,91.25,1302.7,Priyadarshan
tt91007424,Shadow Dream 569,7.0,136984,2007-03-30,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",69.45,Family,Red Chillies Entertainment,2013,Yash,288.61,700.81,Nelson Dilipkumar
tt91007425,Hidden Mission 815,8.3,303161,2018-04-21,kn,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",80.34,Comedy,Excel Entertainment,2022,Ram Charan,129.43,1215.11,S. S. Rajamouli
tt91007426,Crimson Echo 752,6.6,17207,2015-05-21,kn,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",69.44,Thriller,Hombale Films,2003,Hrithik Roshan,25.79,81.12,Zoya Akhtar
tt91007427,Royal Border 581,4.1,19145,2006-01-22,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",42.61,Sci-Fi,T-Series,2023,Prabhas,185.73,164.9,Karan Johar
tt91007428,Royal Storm 598,7.2,131116,2016-06-18,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",76.5,Drama,Mythri Movie Makers,2008,Ranveer Singh,151.41,658.73,Kabir Khan
tt91007429,Sacred Destiny 264,6.0,22910,2019-08-01,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",65.34,Adventure,Mythri Movie Makers,2023,Kartik Aaryan,309.74,122.85,Atlee
tt91007430,Burning Warrior 507,6.7,23433,2008-05-01,ml,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",73.62,Mystery,Dharma Productions,2019,Kartik Aaryan,96.77,191.91,T. J. Gnanavel
tt91007431,Royal Mission 676,8.3,490334,2019-01-17,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",76.74,Sci-Fi,Lyca Productions,2010,Kareena Kapoor,443.55,2304.2,Priyadarshan
tt91007432,Golden Code 130,8.3,86453,2003-11-21,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",94.72,Comedy,Excel Entertainment,2012,Jr. NTR,90.1,411.07,Priyadarshan
tt91007433,Dark Warrior 454,5.9,9545,2020-03-05,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",53.96,Adventure,Dharma Productions,2007,Ram Charan,289.31,106.59,Ayan Mukerji
tt91007434,Golden Destiny 244,6.9,104191,2024-10-25,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",64.59,Adventure,Sun Pictures,2026,Kareena Kapoor,292.88,1283.26,Kabir Khan
tt91007435,Burning Echo 689,7.2,119141,2000-12-14,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",65.51,Romance,Lyca Productions,2000,Salman Khan,406.74,534.76,Zoya Akhtar
tt91007436,Hidden Promise 416,6.6,22372,2015-01-28,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",58.92,Action,Hombale Films,2000,Kiara Advani,127.66,235.27,Mani Ratnam
tt91007437,Burning Storm 575,6.5,9087,2018-02-24,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",68.24,Adventure,AGS Entertainment,2015,Shah Rukh Khan,165.89,90.51,Zoya Akhtar
tt91007438,Shadow Kingdom 534,7.1,64342,2014-06-22,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",77.28,Crime,AGS Entertainment,2012,Ranveer Singh,278.47,359.45,Nelson Dilipkumar
tt91007439,Eternal Echo 127,7.8,134251,2014-04-06,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",88.71,Thriller,Hombale Films,2001,Kiara Advani,201.58,801.3,Shankar
tt91007440,Shadow Warrior 81,8.3,179302,2013-05-29,kn,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",87.61,Crime,Mythri Movie Makers,2015,Ajith Kumar,163.69,910.58,Trivikram Srinivas
tt91007441,Burning Empire 323,6.0,25596,2002-09-28,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",67.53,Mystery,Dharma Productions,2017,Shah Rukh Khan,218.65,113.4,Sukumar
tt91007442,Eternal Kingdom 480,5.9,74529,2007-07-03,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",65.63,Romance,AGS Entertainment,2023,Vijay,393.02,604.36,Vetrimaaran
tt91007443,Golden Kingdom 398,7.2,152670,2016-01-09,hi,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",68.03,Comedy,Hombale Films,2013,Kareena Kapoor,239.32,1014.83,Rajkumar Hirani
tt91007444,Silent Storm 343,7.9,310073,2019-06-18,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",78.13,Thriller,Red Chillies Entertainment,2013,Ajith Kumar,324.98,1842.06,S. S. Rajamouli
tt91007445,Shadow Promise 514,5.9,25828,2009-08-30,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",56.59,Thriller,Sun Pictures,2013,Shah Rukh Khan,227.99,123.42,Nelson Dilipkumar
tt91007446,Broken Warrior 878,5.1,12561,2006-11-18,kn,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",53.75,Mystery,Sun Pictures,2013,Ajith Kumar,187.83,73.59,T. J. Gnanavel
tt91007447,Hidden Kingdom 91,6.2,20099,2006-07-14,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",68.27,Action,Red Chillies Entertainment,2012,Alia Bhatt,139.79,212.91,Zoya Akhtar
tt91007448,Broken Code 290,6.0,30904,2010-10-03,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",68.45,Family,Hombale Films,2021,Ranveer Singh,96.85,133.53,Sanjay Leela Bhansali
tt91007449,Hidden Border 439,3.6,26995,2004-01-08,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",40.17,Sci-Fi,Yash Raj Films,2024,Yash,292.12,216.36,Sanjay Leela Bhansali
tt91007450,Golden Destiny 698,7.9,545403,2019-05-01,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",90.84,Family,Hombale Films,2021,Ranbir Kapoor,403.82,2261.77,Priyadarshan
tt91007451,Golden Code 703,7.1,241305,2009-08-17,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",64.86,Mystery,Hombale Films,2007,Alia Bhatt,391.93,976.54,Nelson Dilipkumar
tt91007452,Eternal Kingdom 733,6.6,104839,2003-05-16,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",61.37,Action,Lyca Productions,2017,Ajith Kumar,304.55,843.81,Sanjay Leela Bhansali
tt91007453,Hidden Storm 170,8.5,267879,2006-12-06,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",86.69,Mystery,Yash Raj Films,2006,Ranveer Singh,348.95,1389.72,Rohit Shetty
tt91007454,Silent Storm 521,5.6,11125,2013-10-21,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",66.71,Action,Mythri Movie Makers,2016,Hrithik Roshan,147.59,98.02,Zoya Akhtar
tt91007455,Last Code 871,5.7,102202,2020-11-18,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",65.09,Thriller,Excel Entertainment,2012,Alia Bhatt,378.62,798.75,Atlee
tt91007456,Last Promise 181,7.9,167682,2007-09-05,kn,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",77.15,Action,Mythri Movie Makers,2017,Jr. NTR,146.83,732.56,Sukumar
tt91007457,Burning Promise 919,6.0,90268,2022-07-21,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",55.97,Drama,Excel Entertainment,2001,Salman Khan,280.18,401.72,Lokesh Kanagaraj
tt91007458,Last Warrior 694,5.8,23599,2014-11-27,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",51.25,Drama,Yash Raj Films,2024,Shah Rukh Khan,275.85,137.03,Rohit Shetty
tt91007459,Sacred Destiny 386,6.1,149864,2009-09-15,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",52.74,Family,Dharma Productions,2013,Kiara Advani,415.31,693.09,Mani Ratnam
tt91007460,Hidden Storm 43,7.3,101940,2019-06-07,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",71.73,Sci-Fi,Yash Raj Films,2011,Akshay Kumar,215.11,1006.87,Zoya Akhtar
tt91007461,Hidden Promise 207,7.8,153363,2000-03-25,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",83.66,Thriller,Hombale Films,2016,Allu Arjun,118.04,640.57,Trivikram Srinivas
tt91007462,Royal Mission 931,3.6,9836,2000-09-14,kn,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",45.76,Drama,Mythri Movie Makers,2006,Kareena Kapoor,137.63,60.93,Karan Johar
tt91007463,Crimson Promise 850,4.3,29377,2000-12-31,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",43.08,Thriller,Hombale Films,2001,Hrithik Roshan,228.85,135.64,Ayan Mukerji
tt91007464,Crimson Empire 954,7.3,92076,2005-05-10,hi,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",65.52,Comedy,Lyca Productions,2020,Salman Khan,342.48,482.97,Ayan Mukerji
tt91007465,Hidden Warrior 704,8.2,23510,2022-04-22,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",82.56,Mystery,Lyca Productions,2021,Suriya,73.79,291.37,Kabir Khan
tt91007466,Eternal Mission 235,8.2,68365,2011-06-19,te,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",89.31,Thriller,T-Series,2009,Hrithik Roshan,100.72,686.21,Rajkumar Hirani
tt91007467,Royal Empire 70,6.0,43446,2001-08-07,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",60.83,Action,AGS Entertainment,2009,Suriya,347.18,530.66,Shankar
tt91007468,Sacred Legacy 905,6.4,5807,2007-04-26,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",66.27,Sci-Fi,Lyca Productions,2003,Yash,44.92,54.15,Ayan Mukerji
tt91007469,Shadow Legacy 428,6.5,79837,2019-08-18,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",61.73,Mystery,AGS Entertainment,2015,Kartik Aaryan,170.32,808.8,T. J. Gnanavel
tt91007470,Silent Empire 305,6.4,147804,2026-09-06,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",70.28,Action,T-Series,2026,Vijay,441.39,1046.99,T. J. Gnanavel
tt91007471,Silent Mission 27,6.7,29435,2010-05-08,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",75.48,Sci-Fi,Sun Pictures,2026,Kareena Kapoor,88.06,158.67,Mani Ratnam
tt91007472,Burning Echo 484,7.7,130557,2017-05-09,ta,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",71.64,Drama,Sun Pictures,2008,Ranbir Kapoor,80.98,1064.47,Priyadarshan
tt91007473,Crimson Border 535,6.7,24156,2000-07-11,ml,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",69.1,Family,T-Series,2020,Kartik Aaryan,128.54,224.75,Atlee
tt91007474,Last Storm 610,4.1,21011,2007-11-19,ml,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",49.44,Sci-Fi,Excel Entertainment,2016,Ranbir Kapoor,137.3,90.28,Trivikram Srinivas
tt91007475,Broken Echo 997,4.8,46747,2019-08-16,te,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",44.59,Mystery,T-Series,2000,Kiara Advani,513.09,191.73,Zoya Akhtar
tt91007476,Royal Destiny 861,7.0,114971,2015-01-05,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",79.51,Mystery,T-Series,2010,Prabhas,296.95,540.98,Rajkumar Hirani
tt91007477,Hidden Kingdom 240,5.7,147476,2002-12-25,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",66.83,Action,Yash Raj Films,2011,Prabhas,255.29,630.7,Anurag Kashyap
tt91007478,Dark Code 56,7.8,292654,2002-07-26,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",72.05,Action,Red Chillies Entertainment,2026,Allu Arjun,331.55,1203.53,Nelson Dilipkumar
tt91007479,Eternal Empire 996,7.0,51338,2004-12-05,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",71.98,Family,Dharma Productions,2017,Vijay,171.81,267.1,Nelson Dilipkumar
tt91007480,Broken Legacy 178,6.4,94062,2022-06-19,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",64.17,Sci-Fi,Lyca Productions,2021,Hrithik Roshan,358.58,716.46,Anurag Kashyap
tt91007481,Last Border 129,6.5,343234,2001-04-20,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",57.72,Thriller,Mythri Movie Makers,2008,Yash,343.86,2047.59,Sanjay Leela Bhansali
tt91007482,Burning Mission 252,5.3,19142,2023-01-31,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",61.13,Adventure,Dharma Productions,2008,Akshay Kumar,291.04,148.29,Sanjay Leela Bhansali
tt91007483,Crimson Storm 993,5.8,21538,2017-12-22,hi,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",68.78,Romance,Yash Raj Films,2001,Alia Bhatt,228.82,139.37,Zoya Akhtar
tt91007484,Hidden Kingdom 851,8.1,51593,2000-08-08,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",79.99,Family,Red Chillies Entertainment,2006,Allu Arjun,129.95,507.04,T. J. Gnanavel
tt91007485,Shadow Promise 1,6.9,68185,2013-08-05,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",61.15,Family,T-Series,2002,Deepika Padukone,88.85,382.04,S. S. Rajamouli
tt91007486,Last Echo 162,6.1,11573,2013-07-18,ta,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",59.89,Sci-Fi,Hombale Films,2019,Ranbir Kapoor,103.3,138.53,T. J. Gnanavel
tt91007487,Sacred Promise 70,7.5,103411,2018-08-12,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",69.22,Adventure,Dharma Productions,2009,Kartik Aaryan,168.11,416.91,Zoya Akhtar
tt91007488,Silent Code 990,6.1,88956,2023-03-16,kn,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",70.62,Romance,Yash Raj Films,2004,Shah Rukh Khan,200.03,481.07,Mani Ratnam
tt91007489,Silent Destiny 992,3.7,21809,2014-12-04,kn,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",36.74,Family,Excel Entertainment,2007,Prabhas,315.85,211.16,Vikram Kumar
tt91007490,Eternal Empire 203,7.8,59154,2014-04-23,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",88.22,Comedy,Hombale Films,2026,Ranveer Singh,126.51,323.46,Sanjay Leela Bhansali
tt91007491,Royal Kingdom 107,7.8,432061,2023-06-22,ml,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",78.05,Action,Excel Entertainment,2021,Allu Arjun,320.72,1786.12,Rajkumar Hirani
tt91007492,Shadow Code 125,4.0,19594,2004-02-26,te,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",51.17,Comedy,Hombale Films,2006,Ranveer Singh,366.59,140.66,Priyadarshan
tt91007493,Eternal Empire 897,5.6,47984,2005-02-04,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",49.74,Adventure,Hombale Films,2009,Vijay,143.77,265.09,T. J. Gnanavel
tt91007494,Silent Echo 98,8.0,180874,2023-04-13,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",86.38,Action,Excel Entertainment,2007,Kiara Advani,213.13,760.72,Lokesh Kanagaraj
tt91007495,Sacred Mission 820,8.4,32615,2011-12-01,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",92.35,Adventure,Hombale Films,2021,Jr. NTR,90.05,334.89,Zoya Akhtar
tt91007496,Silent Dream 388,6.2,77029,2021-04-23,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",66.43,Sci-Fi,T-Series,2004,Ranbir Kapoor,302.16,641.42,Karan Johar
tt91007497,Eternal Mission 739,6.0,94893,2011-10-01,ml,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",55.36,Drama,Hombale Films,2013,Vijay,216.62,492.33,Anurag Kashyap
tt91007498,Dark Legacy 103,8.6,372079,2019-12-08,kn,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",88.44,Sci-Fi,Dharma Productions,2024,Prabhas,114.94,1637.47,Atlee
tt91007499,Burning Mission 343,6.7,100246,2009-08-22,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",68.91,Sci-Fi,Hombale Films,2019,Kiara Advani,107.27,464.29,Lokesh Kanagaraj
tt91007500,Royal Code 443,8.3,256906,2005-05-25,hi,"A drama film about courage, betrayal and redemption that changes the lives of its protagonists.",91.04,Drama,Mythri Movie Makers,2007,Ajith Kumar,299.84,1154.62,Atlee
tt91007501,Sacred Border 242,7.7,142370,2018-12-08,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",82.15,Romance,Hombale Films,2015,Suriya,347.56,1650.62,Mani Ratnam
tt91007502,Shadow Destiny 642,8.3,107836,2019-07-29,ta,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",89.64,Family,Mythri Movie Makers,2014,Ranbir Kapoor,150.81,1059.53,Vikram Kumar
tt91007503,Shadow Kingdom 866,3.8,10886,2018-05-24,hi,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",33.37,Sci-Fi,Sun Pictures,2004,Vijay,95.58,82.82,Nelson Dilipkumar
tt91007504,Royal Promise 119,6.6,66163,2003-05-28,ta,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",69.37,Action,Mythri Movie Makers,2026,Alia Bhatt,219.05,386.53,Rajkumar Hirani
tt91007505,Burning Code 831,5.5,71619,2004-07-31,hi,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",49.34,Crime,Excel Entertainment,2009,Shah Rukh Khan,381.91,448.0,Trivikram Srinivas
tt91007506,Hidden Promise 729,7.8,52413,2001-07-31,ta,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",84.84,Romance,T-Series,2006,Akshay Kumar,150.83,426.62,Rohit Shetty
tt91007507,Sacred Code 447,5.9,21377,2012-02-18,ta,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",60.8,Mystery,Hombale Films,2026,Akshay Kumar,140.29,239.86,Kabir Khan
tt91007508,Royal Mission 956,5.5,63187,2014-07-12,ml,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",58.6,Adventure,Excel Entertainment,2011,Yash,342.69,271.79,Shankar
tt91007509,Eternal Code 973,6.8,58375,2013-12-10,hi,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",76.11,Mystery,T-Series,2004,Alia Bhatt,178.87,276.11,Rajkumar Hirani
tt91007510,Eternal Warrior 900,8.1,349904,2022-11-15,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",76.72,Family,Dharma Productions,2007,Akshay Kumar,206.6,1786.2,Trivikram Srinivas
tt91007511,Eternal Destiny 634,4.7,24312,2017-06-02,te,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",52.14,Adventure,Excel Entertainment,2024,Alia Bhatt,319.76,111.62,Rohit Shetty
tt91007512,Hidden Dream 346,6.5,104608,2026-04-28,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",75.5,Family,Dharma Productions,2019,Jr. NTR,146.33,634.97,Priyadarshan
tt91007513,Golden Echo 57,7.8,47233,2005-01-11,ml,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",76.37,Thriller,Red Chillies Entertainment,2006,Yash,96.93,502.41,Nelson Dilipkumar
tt91007514,Crimson Code 945,4.8,1625,2022-07-14,te,"A sci-fi film about courage, betrayal and redemption that changes the lives of its protagonists.",44.82,Sci-Fi,Red Chillies Entertainment,2013,Shah Rukh Khan,34.48,7.09,Karan Johar
tt91007515,Dark Dream 315,8.0,118034,2007-08-30,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",79.34,Romance,Excel Entertainment,2005,Kartik Aaryan,277.72,948.42,Vetrimaaran
tt91007516,Golden Kingdom 415,4.2,35415,2025-01-29,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",50.31,Comedy,Lyca Productions,2020,Prabhas,296.28,249.91,Sanjay Leela Bhansali
tt91007517,Golden Code 913,8.0,165351,2022-03-08,hi,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",91.39,Family,T-Series,2018,Jr. NTR,124.0,1519.52,T. J. Gnanavel
tt91007518,Royal Border 26,8.1,67317,2006-10-04,te,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",87.88,Action,Mythri Movie Makers,2011,Akshay Kumar,58.17,282.01,Rajkumar Hirani
tt91007519,Last Storm 371,7.0,36796,2009-10-12,te,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",71.08,Romance,Hombale Films,2001,Yash,99.23,174.65,Trivikram Srinivas
tt91007520,Broken Empire 556,7.2,100872,2024-03-08,te,"A family film about courage, betrayal and redemption that changes the lives of its protagonists.",81.06,Family,Red Chillies Entertainment,2000,Deepika Padukone,423.06,957.95,Rohit Shetty
tt91007521,Crimson Legacy 926,7.3,34932,2004-10-27,hi,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",69.08,Adventure,AGS Entertainment,2007,Aamir Khan,172.79,371.79,Lokesh Kanagaraj
tt91007522,Broken Warrior 241,3.5,22563,2001-01-28,kn,"A crime film about courage, betrayal and redemption that changes the lives of its protagonists.",36.92,Crime,Sun Pictures,2024,Kartik Aaryan,203.2,135.73,S. S. Rajamouli
tt91007523,Eternal Legacy 51,9.1,211545,2003-03-03,kn,"A adventure film about courage, betrayal and redemption that changes the lives of its protagonists.",100.0,Adventure,Mythri Movie Makers,2008,Ranbir Kapoor,362.07,2472.34,Shankar
tt91007524,Dark Empire 11,7.7,311612,2020-05-27,ml,"A comedy film about courage, betrayal and redemption that changes the lives of its protagonists.",83.41,Comedy,Mythri Movie Makers,2011,Kiara Advani,546.2,1721.24,Lokesh Kanagaraj
tt91007525,Eternal Warrior 483,6.9,24542,2005-04-01,ta,"A mystery film about courage, betrayal and redemption that changes the lives of its protagonists.",69.98,Mystery,Mythri Movie Makers,2011,Suriya,91.04,226.66,Nelson Dilipkumar
tt91007526,Golden Mission 605,5.8,25588,2026-11-23,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",51.42,Thriller,Sun Pictures,2023,Prabhas,226.19,311.84,Rohit Shetty
tt91007527,Shadow Echo 17,5.9,10302,2019-09-23,hi,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",56.98,Thriller,Excel Entertainment,2009,Ram Charan,35.05,43.86,Kabir Khan
tt91007528,Royal Storm 374,7.3,126669,2026-10-13,ta,"A thriller film about courage, betrayal and redemption that changes the lives of its protagonists.",77.11,Thriller,Dharma Productions,2010,Kiara Advani,261.23,611.23,Ayan Mukerji
tt91007529,Golden Storm 610,8.5,65633,2005-05-16,ml,"A romance film about courage, betrayal and redemption that changes the lives of its protagonists.",87.3,Romance,Dharma Productions,2009,Ranveer Singh,134.21,343.5,S. S. Rajamouli
tt91007530,Eternal Warrior 305,4.5,29763,2016-06-05,hi,"A action film about courage, betrayal and redemption that changes the lives of its protagonists.",43.21,Action,Red Chillies Entertainment,2011,Alia Bhatt,243.14,198.52,Anurag Kashyap
